Date,TransactionType,Amount,Currency,ExchangeRate,Balance,Merchant,Category,Subcategory,Country,City,IsFraud,Notes,CustomerSince,Amount_IDR,BalanceCategory
2024-04-23,DEBIT,33.37,AED,20.8203,-281382.77,Swiggy,Groceries,Supermarket,India,Hyderabad,TRUE,REPEAT PURCHASE,,132006.94809,Negative
2024-07-15,DEBIT,10.2,INR,1.0,-2902272.79,ShopEasy,Automotive,Repair,Canada,Mumbai,TRUE,,,1937.9999999999998,Negative
2024-01-18,DEBIT,6.0,AED,21.4964,-2230206.14,ElectroWorld,Clothing,Men,UAE,Delhi,TRUE,PROMO APPLIED,,24505.896000000004,Negative
2025-05-20,DEBIT,43.74,USD,78.2221,-1641954.78,Myntra,Utilities,Electricity,Canada,Noida,TRUE,,,650072.58426,Negative
2024-04-05,CREDIT,36.12,USD,74.7506,-2232306.29,Starbucks,Electronics,Laptop,Canada,Noida,TRUE,CASHBACK CREDITED,,512998.41768,Negative
2024-09-23,DEBIT,135.27,USD,77.087,-542844.63,LocalMart,Dining,Cafe,UAE,Hyderabad,TRUE,PROMO APPLIED,,1981236.1131000002,Negative
2025-07-22,DEBIT,33.37,USD,73.9778,-553717.15,Swiggy,Clothing,Men,UK,Chennai,TRUE,REPEAT PURCHASE,,469041.44534,Negative
2024-04-26,DEBIT,33.37,INR,1.0,-1214022.64,Amazon,Automotive,Fuel,Canada,Gurugram,TRUE,SUSPECTED FRAUD,2024.0,6340.299999999999,Negative
2023-12-27,DEBIT,26.6,GBP,100.5354,-1935690.92,Starbucks,Entertainment,Movies,India,Bengaluru,TRUE,PROMO APPLIED,,508105.91160000005,Negative
2025-01-19,CREDIT,31.18,GBP,93.8799,-1558063.5,Reliance,Clothing,Women,UAE,Mumbai,TRUE,CHARGEBACK REQUESTED,2019.0,556163.3035800001,Negative
2025-03-12,REFUND,12.33,USD,73.1026,-1641954.78,Myntra,Health,Pharmacy,India,Mumbai,TRUE,MONTHLY SUBSCRIPTION,2022.0,171257.46102,Negative
2024-12-29,CREDIT,24.86,GBP,94.6128,-1077527.27,BigBasket,Education,Course,Australia,Kolkata,TRUE,SUSPECTED FRAUD,,446894.09951999993,Negative
2023-11-04,CREDIT,33.15,AED,21.126,-2935372.21,BigBasket,Electronics,Mobile,Canada,Kolkata,TRUE,SUSPECTED FRAUD,,133062.111,Negative
2023-12-20,DEBIT,126.91,GBP,108.6383,-260064.6,BigBasket,Electronics,Laptop,USA,Hyderabad,TRUE,MONTHLY SUBSCRIPTION,,2619584.4640699998,Negative
2024-06-02,DEBIT,33.37,AED,19.1302,-203910.86,Zomato,Groceries,Supermarket,USA,Bengaluru,TRUE,,,121291.20705999999,Negative
2025-07-01,DEBIT,33.37,INR,1.0,-2626376.74,Paytm Mall,Travel,Taxi,USA,Bengaluru,TRUE,REPEAT PURCHASE,,6340.299999999999,Negative
2024-01-01,DEBIT,39.62,INR,1.0,-2775254.13,Paytm Mall,Utilities,Water,Canada,Gurugram,TRUE,CASHBACK CREDITED,,7527.799999999999,Negative
2025-02-28,DEBIT,96.37,USD,79.7433,-1288522.52,AutoZone,Dining,Cafe,USA,Delhi,TRUE,MONTHLY SUBSCRIPTION,,1460123.74599,Negative
2023-10-31,DEBIT,9.6,AED,20.776,-2232232.1,Starbucks,Groceries,Supermarket,USA,Hyderabad,TRUE,CASHBACK CREDITED,,37895.424,Negative
2024-05-08,CREDIT,11.01,AED,18.9688,-1412395.87,Amazon,Dining,FastFood,Canada,Jaipur,TRUE,CASHBACK CREDITED,,39680.832720000006,Negative
2025-05-17,DEBIT,28.28,USD,75.0815,-1641954.78,Zomato,Travel,Flight,UK,Noida,TRUE,CASHBACK CREDITED,,403427.9158000001,Negative
2025-01-08,REFUND,118.19,USD,75.1533,-1198296.58,Zomato,Entertainment,Movies,UK,Chennai,TRUE,SUSPECTED FRAUD,,1687650.02013,Negative
2024-08-22,DEBIT,1.08,AED,18.6125,-2237720.83,Walmart,Travel,Flight,Australia,Gurugram,TRUE,SUSPECTED FRAUD,,3819.2850000000003,Negative
2025-01-29,REFUND,469.95,USD,74.9742,-1641954.78,Swiggy,Groceries,Supermarket,UK,Bengaluru,TRUE,CHARGEBACK REQUESTED,,6694483.8050999995,Negative
2025-01-22,DEBIT,57.07,GBP,94.4977,-1652181.06,Zomato,Entertainment,Streaming,USA,Kolkata,TRUE,REPEAT PURCHASE,2020.0,1024666.9104099999,Negative
2025-08-30,CREDIT,172.21,AED,18.5377,-2582298.68,AutoZone,Clothing,Women,India,Kolkata,TRUE,SUSPECTED FRAUD,,606551.6902300001,Negative
2025-03-29,CREDIT,24.53,AED,21.3271,-1641954.78,BigBasket,Automotive,Repair,India,Chennai,TRUE,SUSPECTED FRAUD,,99399.21497,Negative
2024-10-03,DEBIT,115.01,GBP,94.6017,-280060.56,ShopEasy,Electronics,Accessory,India,Kolkata,TRUE,MANUAL ADJUSTMENT,,2067226.88823,Negative
2023-09-26,DEBIT,33.37,INR,1.0,-1641954.78,LocalMart,Groceries,Specialty,UAE,Delhi,TRUE,PROMO APPLIED,,6340.299999999999,Negative
2024-04-07,CREDIT,237.95,USD,82.1808,-2208679.75,Myntra,Travel,Taxi,Australia,Noida,TRUE,MANUAL ADJUSTMENT,,3715435.0584,Negative
2023-10-25,CREDIT,23.55,USD,78.1395,-1932091.93,BigBasket,Groceries,Supermarket,UAE,Bengaluru,TRUE,REPEAT PURCHASE,2018.0,349635.19275,Negative
2024-11-02,CREDIT,138.52,USD,73.8941,-1270925.61,BigBasket,Utilities,Water,Canada,Pune,TRUE,MANUAL ADJUSTMENT,2018.0,1944804.03908,Negative
2024-06-28,CREDIT,7.76,GBP,107.1933,-1641954.78,Starbucks,Entertainment,Movies,UAE,Chennai,TRUE,MONTHLY SUBSCRIPTION,,158045.80151999998,Negative
2023-09-15,DEBIT,26.46,INR,1.0,-1640963.48,ElectroWorld,Clothing,Men,India,Hyderabad,TRUE,MANUAL ADJUSTMENT,2020.0,5027.400000000001,Negative
2024-09-06,CREDIT,5.7,USD,74.1714,-1712778.7,AutoZone,Health,Clinic,India,Chennai,TRUE,REPEAT PURCHASE,,80327.62620000001,Negative
2025-05-27,REFUND,26.45,AED,19.3103,-1076592.03,Flipkart,Groceries,Specialty,USA,Hyderabad,TRUE,CASHBACK CREDITED,,97043.91265000001,Negative
2023-10-02,CREDIT,30.46,USD,82.2439,-2677902.78,Myntra,Dining,Restaurant,USA,Mumbai,TRUE,SUSPECTED FRAUD,,475978.34686,Negative
2025-06-09,REFUND,33.37,AED,21.6359,-1641954.78,Flipkart,Automotive,Repair,Australia,Jaipur,TRUE,,,137178.09676999997,Negative
2025-02-26,DEBIT,42.88,INR,1.0,-1641954.78,LocalMart,Electronics,Accessory,Canada,Jaipur,TRUE,SUSPECTED FRAUD,2018.0,8147.200000000001,Negative
2025-06-25,CREDIT,138.21,AED,20.6366,-973938.99,Starbucks,Electronics,Mobile,UAE,Kolkata,TRUE,CHARGEBACK REQUESTED,,541915.05234,Negative
2024-10-11,DEBIT,115.23,AED,18.1631,-1199961.05,Zomato,Automotive,Fuel,Canada,Noida,TRUE,"MONTHLY SUBSCRIPTION -- VERIFY
CONTACT SUPPORT",,397657.46247,Negative
2025-06-14,DEBIT,46.95,INR,1.0,-2680844.81,AutoZone,Entertainment,Concert,India,Jaipur,TRUE,REPEAT PURCHASE,,8920.5,Negative
2025-06-19,DEBIT,34.32,USD,80.6162,-447267.94,Amazon,Groceries,Supermarket,Canada,Bengaluru,TRUE,PROMO APPLIED,2018.0,525682.11696,Negative
2024-11-16,DEBIT,37.95,AED,18.1513,-1641954.78,Swiggy,Education,Books,Australia,Gurugram,TRUE,MANUAL ADJUSTMENT,2022.0,130879.94865,Negative
2023-09-17,DEBIT,361.36,USD,73.0665,-1825654.63,BigBasket,Automotive,Fuel,Australia,Jaipur,TRUE,CHARGEBACK REQUESTED,,5016628.9836,Negative
2024-01-07,CREDIT,10.24,USD,80.0421,-441458.75,LocalMart,Groceries,Specialty,USA,Chennai,TRUE,SUSPECTED FRAUD,2022.0,155729.90976,Negative
2024-09-07,REFUND,287.64,INR,1.0,-1641954.78,Amazon,Automotive,Fuel,UK,Jaipur,TRUE,MANUAL ADJUSTMENT,2024.0,54651.6,Negative
2024-07-06,DEBIT,33.37,AED ,19.0792,-1865434.43,Amazon,Entertainment,Streaming,India,Hyderabad,TRUE,SUSPECTED FRAUD,,120967.85175999998,Negative
2024-12-28,DEBIT,45.92,USD,77.8556,-2727028.03,BigBasket,Education,Books,USA,Gurugram,TRUE,MONTHLY SUBSCRIPTION,,679274.53888,Negative
2024-02-24,CREDIT,396.03,USD,80.974,-1887203.81,Flipkart,Dining,Restaurant,USA,Pune,TRUE,REPEAT PURCHASE,2022.0,6092945.3118,Negative
2024-09-13,CREDIT,49.13,USD,77.4067,-556108.77,ElectroWorld,Dining,FastFood,India,Kolkata,TRUE,MONTHLY SUBSCRIPTION,,722568.32249,Negative
2024-04-09,DEBIT,14.78,USD,79.7653,-2420156.74,AutoZone,Electronics,Mobile,India,Hyderabad,TRUE,REPEAT PURCHASE,,223996.91546,Negative
2024-07-09,CREDIT,8.99,INR,1.0,-2514709.46,Reliance,Education,Course,UK,Pune,TRUE,SUSPECTED FRAUD,2019.0,1708.1000000000001,Negative
2024-11-12,DEBIT,33.7,USD,74.4575,-2625213.13,LocalMart,Clothing,Men,India,Delhi,TRUE,CHARGEBACK REQUESTED,2022.0,476751.37250000006,Negative
2024-11-08,CREDIT,45.13,INR,1.0,-1808609.72,ShopEasy,Education,Books,UK,Gurugram,TRUE,SUSPECTED FRAUD,,8574.7,Negative
2024-12-12,CREDIT,14.31,AED,18.6138,-2775195.48,AutoZone,Entertainment,Movies,UAE,Chennai,TRUE,"CASHBACK CREDITED -- VERIFY
CONTACT SUPPORT",,50609.060820000006,Negative
2025-06-01,CREDIT,8.34,USD,72.8371,-1271085.47,Myntra,Health,Pharmacy,UAE,Chennai,TRUE,CASHBACK CREDITED,,115417.66866,Negative
2025-07-30,REFUND,70.16,USD,77.802,-160830.72,Swiggy,Clothing,Men,Australia,Noida,TRUE,MANUAL ADJUSTMENT,2019.0,1037131.7808,Negative
2025-07-19,DEBIT,33.37,INR,1.0,9418.02,Paytm Mall,Clothing,Women,India,Mumbai,TRUE,CASHBACK CREDITED,,6340.299999999999,Positive
2023-12-03,DEBIT,75.72,GBP,97.9576,-2677864.92,Amazon,Entertainment,Concert,Australia,Kolkata,TRUE,PROMO APPLIED,2017.0,1409296.39968,Negative
2024-02-09,REFUND,141.79,USD ,73.0233,-1641954.78,Flipkart,Automotive,Repair,Australia,Hyderabad,TRUE,CHARGEBACK REQUESTED,2024.0,1967255.0043300001,Negative
2024-09-30,REFUND,36.3,INR,1.0,-2624714.21,LocalMart,Automotive,Repair,Australia,Mumbai,TRUE,MANUAL ADJUSTMENT,,6896.999999999999,Negative
2024-01-08,CREDIT,300.61,GBP,91.6775,-1126806.3,ElectroWorld,Education,Course,Canada,Kolkata,TRUE,PROMO APPLIED,,5236242.92225,Negative
2025-06-10,CREDIT,11.03,USD,80.264,-1774643.37,ElectroWorld,Travel,Hotel,UK,Mumbai,TRUE,MANUAL ADJUSTMENT,2015.0,168209.26479999998,Negative
2025-05-15,DEBIT,159.53,USD,73.0911,-2465869.28,Starbucks,Clothing,Women,UK,Chennai,TRUE,"PROMO APPLIED -- VERIFY
CONTACT SUPPORT",2020.0,2215442.40477,Negative
2025-01-21,CREDIT,2.87,INR,1.0,-258388.53,Walmart,Education,Course,UAE,Hyderabad,TRUE,MANUAL ADJUSTMENT,,545.3000000000001,Negative
2023-10-04,CREDIT,12.11,USD,77.5523,-1626767.17,Zomato,Electronics,Laptop,UAE,Hyderabad,TRUE,MANUAL ADJUSTMENT,2018.0,178440.08707,Negative
2024-03-31,CREDIT,21.72,GBP,103.8702,-278132.93,Amazon,Dining,FastFood,Canada,Noida,TRUE,PROMO APPLIED,2021.0,428651.54136,Negative
2025-08-03,DEBIT,37.72,INR,1.0,-1131868.09,Amazon,Clothing,Women,USA,Gurugram,TRUE,MANUAL ADJUSTMENT,,7166.8,Negative
2024-12-31,CREDIT,409.53,USD,73.3708,-1889525.37,ElectroWorld,Dining,Restaurant,USA,Jaipur,TRUE,,2022.0,5709033.30756,Negative
2023-09-13,DEBIT,22.49,USD,81.4368,-1077669.09,Starbucks,Health,Clinic,India,Kolkata,TRUE,SUSPECTED FRAUD,,347987.59008,Negative
2024-10-21,CREDIT,8.67,INR,1.0,-1675621.08,ElectroWorld,Entertainment,Movies,Australia,Jaipur,TRUE,SUSPECTED FRAUD,2024.0,1647.3,Negative
2024-05-21,REFUND,26.12,USD,78.0921,-1641954.78,Myntra,Automotive,Fuel,USA,Kolkata,TRUE,REPEAT PURCHASE,,387555.47388,Negative
2025-02-08,DEBIT,213.79,INR,1.0,-1641954.78,ShopEasy,Automotive,Fuel,Australia,Hyderabad,TRUE,,,40620.1,Negative
2024-10-01,CREDIT,838.52,USD,74.0792,-1624670.35,Myntra,Dining,Cafe,UK,Gurugram,TRUE,,,11802209.24896,Negative
2024-02-08,DEBIT,66.76,USD,80.167,-2464401.29,Swiggy,Education,Course,UK,Bengaluru,TRUE,PROMO APPLIED,2016.0,1016870.2948000001,Negative
2024-06-04,DEBIT,6.32,INR,1.0,-1641954.78,LocalMart,Groceries,Specialty,UK,Pune,TRUE,CHARGEBACK REQUESTED,,1200.8,Negative
2023-12-18,REFUND,27.38,USD,73.8758,-974364.36,Amazon,Travel,Taxi,USA,Gurugram,TRUE,PROMO APPLIED,2020.0,384316.68676,Negative
2024-07-09,CREDIT,6.44,USD,78.4632,-2514489.28,Myntra,Clothing,Women,Canada,Noida,TRUE,CHARGEBACK REQUESTED,,96007.57152000001,Negative
2025-05-10,DEBIT,8.6,INR,1.0,-2208238.41,LocalMart,Clothing,Men,UK,Chennai,TRUE,SUSPECTED FRAUD,,1634.0,Negative
2023-10-02,DEBIT,33.37,USD,78.9661,-1412437.16,Flipkart,Travel,Taxi,UK,Gurugram,TRUE,,2025.0,500668.76382999995,Negative
2023-09-30,DEBIT,44.32,GBP,91.7727,-2208260.57,Myntra,Health,Pharmacy,USA,Bengaluru,TRUE,CHARGEBACK REQUESTED,2016.0,772799.55216,Negative
2025-07-13,CREDIT,7.66,USD,82.6465,-2466889.77,Reliance,Dining,Cafe,USA,Delhi,TRUE,CHARGEBACK REQUESTED,,120283.71610000002,Negative
2024-01-09,CREDIT,61.3,USD,79.9248,-1197747.36,Myntra,Entertainment,Concert,Canada,Jaipur,TRUE,SUSPECTED FRAUD,,930884.1455999999,Negative
2024-09-13,DEBIT,72.63,INR,1.0,-2682313.16,Flipkart,Health,Clinic,UAE,Delhi,TRUE,REPEAT PURCHASE,,13799.699999999999,Negative
2025-03-17,DEBIT,57.73,AED,18.9291,-1560183.54,AutoZone,Education,Course,India,Pune,TRUE,,,207627.61916999996,Negative
2025-01-30,CREDIT,33.37,INR,1.0,-1652068.74,AutoZone,Travel,Flight,UK,Delhi,TRUE,CHARGEBACK REQUESTED,2018.0,6340.299999999999,Negative
2023-10-02,CREDIT,9.26,USD,77.9112,-155368.34,ShopEasy,Clothing,Women,UAE,Jaipur,TRUE,SUSPECTED FRAUD,,137076.96527999997,Negative
2025-04-03,DEBIT,66.04,USD,80.711,-1284003.74,Zomato,Utilities,Internet,UAE,Kolkata,TRUE,CASHBACK CREDITED,,1012729.3436,Negative
2024-08-07,CREDIT,67.34,USD,78.1166,-2419757.91,ShopEasy,Health,Pharmacy,India,Mumbai,TRUE,,,999470.6503600001,Negative
2025-06-08,DEBIT,28.3,USD,80.343,-2873803.52,Myntra,Entertainment,Concert,Australia,Kolkata,TRUE,MONTHLY SUBSCRIPTION,2021.0,432004.31100000005,Negative
2024-08-10,CREDIT,28.29,USD,73.2375,-1131470.58,ShopEasy,Electronics,Mobile,Canada,Delhi,TRUE,CHARGEBACK REQUESTED,,393658.8862499999,Negative
2024-04-03,DEBIT,16.69,INR ,1.0,-1641954.78,Amazon,Dining,Cafe,Australia,Bengaluru,TRUE,SUSPECTED FRAUD,,3171.1000000000004,Negative
2024-04-03,DEBIT,24.46,GBP,101.6285,-174080.26,ElectroWorld,Education,Course,UK,Hyderabad,TRUE,PROMO APPLIED,,472308.2909,Negative
2024-03-20,DEBIT,33.37,USD,77.6921,-1560917.76,Amazon,Travel,Taxi,Canada,Hyderabad,TRUE,MANUAL ADJUSTMENT,2026.0,492591.22163,Negative
2025-06-20,DEBIT,36.39,GBP,92.6521,-1641954.78,BigBasket,Health,Pharmacy,USA,Kolkata,TRUE,MANUAL ADJUSTMENT,2023.0,640605.88461,Negative
2025-02-24,CREDIT,33.37,INR,1.0,-2867784.59,Amazon,Electronics,Laptop,UAE,Chennai,TRUE,,,6340.299999999999,Negative
2024-09-26,REFUND,42.09,USD,82.3262,-1641954.78,Reliance,Entertainment,Streaming,USA,Kolkata,TRUE,,2016.0,658370.85402,Negative
2025-07-14,CREDIT,56.05,INR,1.0,-1641954.78,Zomato,Health,Clinic,UK,Chennai,TRUE,,,10649.5,Negative
2025-06-14,DEBIT,33.37,AED,21.6986,-1131451.37,Reliance,Travel,Hotel,India,Noida,TRUE,MONTHLY SUBSCRIPTION,2023.0,137575.63358,Negative
2025-07-03,CREDIT,11.51,USD,73.1757,-2235815.78,Swiggy,Electronics,Accessory,UAE,Pune,TRUE,CHARGEBACK REQUESTED,2015.0,160027.93833,Negative
2025-05-12,CREDIT,7.39,INR,1.0,-1641954.78,Swiggy,Electronics,Laptop,India,Bengaluru,TRUE,REPEAT PURCHASE,,1404.1,Negative
2025-03-19,DEBIT,12.68,GBP,100.8376,-2119767.62,Paytm Mall,Electronics,Laptop,UK,Jaipur,TRUE,CASHBACK CREDITED,,242937.94592,Negative
2024-06-24,DEBIT,10.36,USD ,78.4647,-565165.47,Flipkart,Electronics,Accessory,USA,Bengaluru,TRUE,CASHBACK CREDITED,2020.0,154449.91547999997,Negative
2024-03-14,CREDIT,193.52,AED,20.1681,-974646.17,Reliance,Groceries,Specialty,UAE,Pune,TRUE,,,741556.83528,Negative
2025-01-27,DEBIT,10.4,GBP,99.8443,-258284.4,ElectroWorld,Utilities,Electricity,India,Pune,TRUE,MONTHLY SUBSCRIPTION,2018.0,197292.33680000002,Negative
2024-06-15,DEBIT,31.9,INR,1.0,-2208727.1,ShopEasy,Entertainment,Concert,India,Delhi,TRUE,MONTHLY SUBSCRIPTION,,6061.0,Negative
2023-11-11,CREDIT,17.15,INR,1.0,-1626407.49,LocalMart,Clothing,Men,India,Hyderabad,TRUE,CASHBACK CREDITED,2018.0,3258.4999999999995,Negative
2025-05-02,DEBIT,39.99,USD,72.3386,-1641954.78,ElectroWorld,Clothing,Women,UK,Mumbai,TRUE,CHARGEBACK REQUESTED,2021.0,549635.91666,Negative
2023-11-26,REFUND,33.37,AED,21.3862,-1284368.72,AutoZone,Travel,Taxi,Australia,Kolkata,TRUE,,2015.0,135594.92385999998,Negative
2023-10-05,CREDIT,33.37,INR,1.0,-1641954.78,Amazon,Education,Books,India,Kolkata,TRUE,MANUAL ADJUSTMENT,2019.0,6340.299999999999,Negative
2024-10-25,REFUND,199.72,USD,75.5765,-1889148.36,Amazon,Dining,Restaurant,Australia,Chennai,TRUE,REPEAT PURCHASE,2022.0,2867886.3301999997,Negative
2024-12-03,CREDIT,20.07,USD,75.4166,-1556894.19,Reliance,Education,Books,USA,Gurugram,TRUE,PROMO APPLIED,2022.0,287586.12078000006,Negative
2023-11-03,CREDIT,33.37,INR,1.0,-1272765.28,LocalMart,Groceries,Supermarket,USA,Hyderabad,TRUE,REPEAT PURCHASE,,6340.299999999999,Negative
2024-10-17,CREDIT,81.44,AED,20.2114,-2231503.04,Paytm Mall,Health,Clinic,USA,Bengaluru,TRUE,CHARGEBACK REQUESTED,2025.0,312743.11903999996,Negative
2024-07-22,DEBIT,33.37,INR,1.0,-1870865.44,Amazon,Travel,Hotel,USA,Bengaluru,TRUE,CASHBACK CREDITED,,6340.299999999999,Negative
2025-01-01,CREDIT,33.37,AED,18.0324,-1559620.14,AutoZone,Dining,FastFood,UAE,Pune,TRUE,CHARGEBACK REQUESTED,2018.0,114330.82572,Negative
2024-10-01,DEBIT,42.21,INR,1.0,-2902009.51,BigBasket,Travel,Flight,Canada,Delhi,TRUE,REPEAT PURCHASE,,8019.900000000001,Negative
2025-08-14,DEBIT,205.45,USD,75.7743,-1641210.0,Swiggy,Travel,Flight,Australia,Hyderabad,TRUE,MANUAL ADJUSTMENT,,2957887.6876499997,Negative
2024-06-27,DEBIT,82.32,USD,81.3641,-2773021.59,Starbucks,Education,Course,USA,Mumbai,TRUE,CHARGEBACK REQUESTED,2023.0,1272599.6152799998,Negative
2025-02-02,REFUND,74.42,INR,1.0,-481268.55,ElectroWorld,Dining,Cafe,UK,Bengaluru,TRUE,MONTHLY SUBSCRIPTION,2024.0,14139.800000000001,Negative
2024-08-30,DEBIT,20.64,USD,80.6289,-2936129.81,Swiggy,Health,Clinic,Canada,Kolkata,TRUE,MANUAL ADJUSTMENT,2021.0,316194.29424,Negative
2023-11-03,DEBIT,3.34,INR,1.0,-2231950.05,Amazon,Automotive,Fuel,UK,Delhi,TRUE,PROMO APPLIED,,634.6,Negative
2024-04-10,DEBIT,33.37,GBP,109.4738,-1077482.94,Reliance,Health,Clinic,UAE,Kolkata,TRUE,CASHBACK CREDITED,,694096.73414,Negative
2025-05-06,DEBIT,0.97,USD,78.5111,-1641954.78,Paytm Mall,Clothing,Men,Canada,Jaipur,TRUE,CHARGEBACK REQUESTED,,14469.59573,Negative
2023-12-06,CREDIT,35.96,USD,80.3824,-155363.71,Reliance,Utilities,Electricity,India,Pune,TRUE,CASHBACK CREDITED,,549204.70976,Negative
2023-10-31,DEBIT,4.6,INR,1.0,-557562.57,Zomato,Education,Books,India,Pune,TRUE,PROMO APPLIED,,873.9999999999999,Negative
2025-04-02,DEBIT,71.15,INR,1.0,-2467088.03,LocalMart,Clothing,Men,UK,Hyderabad,TRUE,MONTHLY SUBSCRIPTION,2016.0,13518.500000000002,Negative
2024-03-24,DEBIT,180.31,INR,1.0,-1076502.95,Swiggy,Utilities,Water,India,Delhi,TRUE,,,34258.9,Negative
2024-08-29,DEBIT,22.17,INR,1.0,-1641954.78,Reliance,Entertainment,Concert,UAE,Delhi,TRUE,MONTHLY SUBSCRIPTION,2015.0,4212.3,Negative
2024-02-13,REFUND,46.48,GBP,107.5498,-976249.83,Starbucks,Travel,Flight,India,Gurugram,TRUE,MONTHLY SUBSCRIPTION,,949793.7937599999,Negative
2025-06-19,CREDIT,33.26,INR,1.0,-1604223.0,BigBasket,Groceries,Specialty,USA,Jaipur,TRUE,SUSPECTED FRAUD,,6319.4,Negative
2025-06-11,CREDIT,33.37,USD,72.7563,-1652878.21,ElectroWorld,Automotive,Repair,Canada,Chennai,TRUE,MONTHLY SUBSCRIPTION,2015.0,461296.76888999995,Negative
2024-12-29,CREDIT,33.37,AED,21.3421,-2772867.72,Paytm Mall,Groceries,Specialty,UAE,Mumbai,TRUE,CHARGEBACK REQUESTED,2019.0,135315.31663,Negative
2025-05-12,DEBIT,54.07,GBP,106.5346,-1626749.67,Amazon,Education,Books,UAE,Delhi,TRUE,CASHBACK CREDITED,,1094461.90618,Negative
2025-08-25,REFUND,33.37,INR,1.0,-1085828.24,BigBasket,Health,Pharmacy,UK,Delhi,TRUE,CASHBACK CREDITED,,6340.299999999999,Negative
2024-03-22,CREDIT,23.74,GBP,93.7349,-2825085.98,Walmart,Groceries,Supermarket,Australia,Noida,TRUE,MANUAL ADJUSTMENT,2019.0,422800.63993999996,Negative
2024-08-16,CREDIT,33.37,GBP,95.7587,-1641954.78,Swiggy,Electronics,Mobile,USA,Hyderabad,TRUE,PROMO APPLIED,2024.0,607138.88561,Negative
2024-03-31,REFUND,76.43,GBP,106.5836,-1163060.26,ShopEasy,Education,Books,Canada,Hyderabad,TRUE,,,1547775.0641200002,Negative
2025-08-29,DEBIT,33.37,GBP,107.8908,-2935956.08,AutoZone,Utilities,Water,UAE,Mumbai,TRUE,REPEAT PURCHASE,2026.0,684060.03924,Negative
2023-11-16,DEBIT,63.57,USD,79.5669,-1641817.41,Starbucks,Travel,Taxi,USA,Jaipur,TRUE,SUSPECTED FRAUD,2018.0,961032.88827,Negative
2024-12-07,DEBIT,65.15,GBP,92.6703,-558048.18,Flipkart,Clothing,Men,India,Kolkata,TRUE,MANUAL ADJUSTMENT,,1147119.30855,Negative
2023-10-14,REFUND,35.66,AED,19.158,-1641954.78,Amazon,Utilities,Water,USA,Gurugram,TRUE,CASHBACK CREDITED,,129803.11319999999,Negative
2024-01-07,DEBIT,243.83,GBP,100.2731,-2583069.36,AutoZone,Education,Course,Australia,Jaipur,TRUE,CASHBACK CREDITED,2024.0,4645422.09487,Negative
2023-12-19,DEBIT,55.92,USD,79.6066,-1008465.9,Flipkart,Entertainment,Movies,Canada,Delhi,TRUE,REPEAT PURCHASE,,845804.20368,Negative
2024-09-25,DEBIT,33.37,GBP,100.7505,-1713365.51,Paytm Mall,Clothing,Men,India,Gurugram,TRUE,PROMO APPLIED,,638788.39515,Negative
2024-08-30,DEBIT,130.5,AED,19.3759,-145816.81,BigBasket,Entertainment,Concert,USA,Hyderabad,TRUE,CASHBACK CREDITED,,480425.4405,Negative
2024-09-08,CREDIT,33.37,INRR,1.0,-1652792.25,ElectroWorld,Groceries,Specialty,UK,Pune,TRUE,MONTHLY SUBSCRIPTION,2021.0,6340.299999999999,Negative
2024-05-16,REFUND,105.83,USD,80.8552,-1500067.98,Amazon,Utilities,Water,Canada,Chennai,TRUE,CHARGEBACK REQUESTED,,1625812.1050399998,Negative
2025-02-06,CREDIT,126.77,INR,1.0,-2866446.93,Paytm Mall,Utilities,Internet,Australia,Delhi,TRUE,MANUAL ADJUSTMENT,,24086.3,Negative
2024-04-12,DEBIT,61.31,GBP,101.5575,-144880.35,ShopEasy,Automotive,Fuel,UK,Kolkata,TRUE,MANUAL ADJUSTMENT,,1183033.1617500002,Negative
2025-01-02,DEBIT,67.67,USD,73.8306,-2232265.94,LocalMart,Groceries,Supermarket,Canada,Gurugram,TRUE,PROMO APPLIED,2020.0,949262.17338,Negative
2025-02-07,REFUND,44.33,AED,21.0262,-2481848.4,LocalMart,Dining,Cafe,UAE,Pune,TRUE,CASHBACK CREDITED,,177097.37473999997,Negative
2025-05-15,REFUND,33.37,GBP,93.0795,-2238034.05,Myntra,Dining,Restaurant,UAE,Hyderabad,TRUE,CHARGEBACK REQUESTED,,590151.9538499999,Negative
2025-05-12,CREDIT,8.87,GBP,99.3812,-1641954.78,Swiggy,Education,Books,USA,Noida,TRUE,CHARGEBACK REQUESTED,,167487.13636,Negative
2024-08-01,DEBIT,35.2,AED,20.8904,-1214521.16,Swiggy,Education,Books,UAE,Kolkata,TRUE,MONTHLY SUBSCRIPTION,,139714.9952,Negative
2025-01-08,CREDIT,89.69,USD,81.2599,-279945.04,LocalMart,Automotive,Repair,India,Gurugram,TRUE,CASHBACK CREDITED,2025.0,1384758.08189,Negative
2023-10-17,CREDIT,32.64,INR,1.0,-1270578.92,AutoZone,Health,Pharmacy,USA,Mumbai,TRUE,SUSPECTED FRAUD,,6201.6,Negative
2025-07-20,REFUND,177.57,GBP,102.5547,-2825066.33,Amazon,Automotive,Repair,Australia,Gurugram,TRUE,CASHBACK CREDITED,,3460021.23501,Negative
2025-08-06,CREDIT,14.03,USD,79.9366,-1435813.85,Paytm Mall,Automotive,Repair,Canada,Pune,TRUE,CHARGEBACK REQUESTED,2022.0,213086.99461999998,Negative
